user_id,timestamp,appliance_name,room,device_status,device_power_rating,duration_hours,energy_consumed_kwh,tariff_rate,bill_amount_estimate,recommended_action,actual_action_taken,temperature,user_feedback
User1,2025-06-01 07:00:00,Refrigerator,Bedroom,ON,0.46,0.47927276446538636,0.22,5.0,1.1,Reduce AC usage,Ignored,27.3,Not useful
User1,2025-06-01 07:00:00,Washing Machine,Bedroom,ON,1.87,0.8831598555447335,1.65,5.0,8.25,Turn off unused appliances,Ignored,23.1,Useful
User1,2025-06-01 07:00:00,Heater,Living Room,ON,0.66,0.44062273680230407,0.29,5.0,1.45,Turn off unused appliances,Followed,32.7,Useful
User1,2025-06-01 08:00:00,AC,Kitchen,OFF,1.15,0.0,0.0,7.5,0.0,Turn off unused appliances,Followed,26.3,Not useful
User1,2025-06-01 08:00:00,Fan,Bedroom,OFF,0.26,0.0,0.0,7.5,0.0,Use during off-peak,Followed,29.4,Not useful
User1,2025-06-01 08:00:00,Light,Bedroom,ON,0.2,0.5475878704104162,0.11,7.5,0.82,Use during off-peak,Followed,20.4,Not useful
User1,2025-06-01 08:00:00,Refrigerator,Living Room,ON,0.72,0.7540196014713996,0.54,7.5,4.05,Turn off unused appliances,Followed,34.7,Not useful
User1,2025-06-01 08:00:00,Washing Machine,Living Room,OFF,0.58,0.0,0.0,7.5,0.0,Turn off unused appliances,Ignored,24.5,Useful
User1,2025-06-01 08:00:00,Heater,Laundry,ON,0.62,0.8709017528406915,0.54,7.5,4.05,No action,Followed,26.9,Not useful
User1,2025-06-01 09:00:00,AC,Bedroom,ON,1.43,0.5585154287925089,0.8,7.5,6.0,No action,Ignored,22.0,Not useful
User1,2025-06-01 09:00:00,Fan,Laundry,OFF,0.18,0.0,0.0,7.5,0.0,No action,Followed,26.5,Not useful
User1,2025-06-01 09:00:00,Light,Kitchen,ON,0.25,0.38825025574852756,0.1,7.5,0.75,Use during off-peak,Followed,30.3,Useful
User1,2025-06-01 09:00:00,Refrigerator,Living Room,OFF,0.94,0.0,0.0,7.5,0.0,No action,Ignored,21.4,Useful
User1,2025-06-01 09:00:00,Washing Machine,Laundry,OFF,1.31,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,29.9,Useful
User1,2025-06-01 09:00:00,Heater,Living Room,OFF,0.19,0.0,0.0,7.5,0.0,Turn off unused appliances,Ignored,22.4,Not useful
User1,2025-06-01 10:00:00,AC,Bedroom,ON,0.28,0.31884929936008144,0.09,7.5,0.67,Turn off unused appliances,Ignored,34.7,Useful
User1,2025-06-01 10:00:00,Fan,Laundry,ON,1.63,0.8225233172529332,1.34,7.5,10.05,No action,Followed,27.0,Useful
User1,2025-06-01 10:00:00,Light,Kitchen,ON,1.78,0.9618592986935395,1.71,7.5,12.82,No action,Followed,20.2,Useful
User1,2025-06-01 10:00:00,Refrigerator,Living Room,ON,1.4,0.6545330863000469,0.92,7.5,6.9,No action,Ignored,34.2,Not useful
User1,2025-06-01 10:00:00,Washing Machine,Bedroom,OFF,1.31,0.0,0.0,7.5,0.0,No action,Ignored,30.2,Useful
User1,2025-06-01 10:00:00,Heater,Laundry,ON,1.66,0.8584031325520023,1.42,7.5,10.65,No action,Followed,32.3,Not useful
User1,2025-06-01 11:00:00,AC,Living Room,ON,0.51,0.4554708454908503,0.23,7.5,1.73,Turn off unused appliances,Ignored,20.6,Not useful
User1,2025-06-01 11:00:00,Fan,Kitchen,ON,0.83,0.7417919765355566,0.62,7.5,4.65,Turn off unused appliances,Ignored,25.1,Useful
User1,2025-06-01 11:00:00,Light,Bedroom,ON,0.76,0.7696677690189545,0.58,7.5,4.35,Use during off-peak,Followed,20.6,Useful
User1,2025-06-01 11:00:00,Refrigerator,Bedroom,OFF,1.14,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,28.5,Useful
User1,2025-06-01 11:00:00,Washing Machine,Bedroom,OFF,0.34,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,28.7,Useful
User1,2025-06-01 11:00:00,Heater,Living Room,ON,1.39,0.42894764484275516,0.6,7.5,4.5,Use during off-peak,Followed,23.6,Not useful
User1,2025-06-01 12:00:00,AC,Bedroom,ON,0.84,0.6224208930123083,0.52,7.5,3.9,Reduce AC usage,Followed,21.5,Not useful
User1,2025-06-01 12:00:00,Fan,Laundry,OFF,1.71,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,34.4,Useful
User1,2025-06-01 12:00:00,Light,Laundry,ON,0.26,0.6197692433288537,0.16,7.5,1.2,Reduce AC usage,Followed,29.0,Not useful
User1,2025-06-01 12:00:00,Refrigerator,Kitchen,ON,1.58,0.9596459071612677,1.52,7.5,11.4,Use during off-peak,Followed,34.0,Not useful
User1,2025-06-01 12:00:00,Washing Machine,Kitchen,OFF,0.21,0.0,0.0,7.5,0.0,Use during off-peak,Followed,28.2,Useful
User1,2025-06-01 12:00:00,Heater,Living Room,OFF,1.41,0.0,0.0,7.5,0.0,Turn off unused appliances,Ignored,33.0,Not useful
User1,2025-06-01 13:00:00,AC,Kitchen,ON,0.85,0.4169323131782729,0.35,7.5,2.62,Use during off-peak,Ignored,22.2,Useful
User1,2025-06-01 13:00:00,Fan,Bedroom,ON,1.74,0.6859790629200867,1.19,7.5,8.92,Turn off unused appliances,Ignored,23.6,Useful
User1,2025-06-01 13:00:00,Light,Bedroom,ON,1.45,0.5126636850252352,0.74,7.5,5.55,Use during off-peak,Followed,25.7,Useful
User1,2025-06-01 13:00:00,Refrigerator,Kitchen,ON,0.93,0.4976893967643239,0.46,7.5,3.45,Reduce AC usage,Followed,26.1,Not useful
User1,2025-06-01 13:00:00,Washing Machine,Living Room,OFF,1.56,0.0,0.0,7.5,0.0,Use during off-peak,Followed,31.2,Useful
User1,2025-06-01 13:00:00,Heater,Bedroom,ON,1.01,0.5501671696540187,0.56,7.5,4.2,Reduce AC usage,Ignored,27.9,Useful
User1,2025-06-01 14:00:00,AC,Living Room,OFF,1.96,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,24.8,Not useful
User1,2025-06-01 14:00:00,Fan,Living Room,OFF,1.85,0.0,0.0,7.5,0.0,No action,Followed,30.4,Useful
User1,2025-06-01 14:00:00,Light,Living Room,ON,0.66,0.4126068299398684,0.27,7.5,2.03,Reduce AC usage,Followed,30.5,Useful
User1,2025-06-01 14:00:00,Refrigerator,Laundry,OFF,1.84,0.0,0.0,7.5,0.0,Turn off unused appliances,Ignored,20.9,Not useful
User1,2025-06-01 14:00:00,Washing Machine,Laundry,ON,0.42,0.5017450485977224,0.21,7.5,1.57,No action,Ignored,25.8,Not useful
User1,2025-06-01 14:00:00,Heater,Living Room,ON,0.59,0.5202588214039512,0.31,7.5,2.33,Use during off-peak,Ignored,20.5,Useful
User1,2025-06-01 15:00:00,AC,Bedroom,ON,0.61,0.7020864115174739,0.43,7.5,3.23,Reduce AC usage,Ignored,21.1,Not useful
User1,2025-06-01 15:00:00,Fan,Living Room,ON,1.85,0.6858719658856197,1.27,7.5,9.53,Turn off unused appliances,Ignored,33.1,Useful
User1,2025-06-01 15:00:00,Light,Bedroom,ON,1.58,0.5584413374390268,0.88,7.5,6.6,Turn off unused appliances,Ignored,34.8,Useful
User1,2025-06-01 15:00:00,Refrigerator,Bedroom,OFF,0.85,0.0,0.0,7.5,0.0,Use during off-peak,Followed,28.5,Useful
User1,2025-06-01 15:00:00,Washing Machine,Living Room,ON,0.13,0.3503890891004749,0.05,7.5,0.38,Use during off-peak,Ignored,30.4,Useful
User1,2025-06-01 15:00:00,Heater,Kitchen,OFF,1.84,0.0,0.0,7.5,0.0,Use during off-peak,Followed,30.9,Not useful
User1,2025-06-01 16:00:00,AC,Living Room,ON,0.49,0.4308136242472239,0.21,7.5,1.57,Reduce AC usage,Followed,24.1,Not useful
User1,2025-06-01 16:00:00,Fan,Living Room,OFF,1.54,0.0,0.0,7.5,0.0,Turn off unused appliances,Ignored,24.0,Useful
User1,2025-06-01 16:00:00,Light,Living Room,ON,1.68,0.6071580225917607,1.02,7.5,7.65,Turn off unused appliances,Ignored,32.2,Not useful
User1,2025-06-01 16:00:00,Refrigerator,Bedroom,ON,1.22,0.8438633796022247,1.03,7.5,7.73,Use during off-peak,Followed,26.3,Useful
User1,2025-06-01 16:00:00,Washing Machine,Bedroom,OFF,1.63,0.0,0.0,7.5,0.0,Use during off-peak,Ignored,29.3,Not useful
User1,2025-06-01 16:00:00,Heater,Living Room,OFF,1.31,0.0,0.0,7.5,0.0,Use during off-peak,Followed,21.4,Not useful
User1,2025-06-01 17:00:00,AC,Laundry,ON,1.83,0.5881828355620783,1.08,7.5,8.1,Turn off unused appliances,Followed,27.9,Useful
User1,2025-06-01 17:00:00,Fan,Bedroom,OFF,0.97,0.0,0.0,7.5,0.0,Reduce AC usage,Ignored,31.5,Not useful
User1,2025-06-01 17:00:00,Light,Laundry,ON,0.76,0.7156042633165685,0.54,7.5,4.05,Turn off unused appliances,Followed,28.7,Useful
User1,2025-06-01 17:00:00,Refrigerator,Kitchen,ON,1.21,0.5950893692376791,0.72,7.5,5.4,Use during off-peak,Ignored,30.5,Not useful
User1,2025-06-01 17:00:00,Washing Machine,Laundry,OFF,0.88,0.0,0.0,7.5,0.0,No action,Followed,27.7,Not useful
User1,2025-06-01 17:00:00,Heater,Living Room,OFF,0.53,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,25.2,Not useful
User1,2025-06-01 18:00:00,AC,Bedroom,ON,1.12,0.6615364819055565,0.74,7.5,5.55,No action,Ignored,33.4,Useful
User1,2025-06-01 18:00:00,Fan,Living Room,ON,0.28,0.4911870735100218,0.14,7.5,1.05,Use during off-peak,Followed,30.3,Not useful
User1,2025-06-01 18:00:00,Light,Living Room,ON,0.1,0.5329644739315544,0.05,7.5,0.38,No action,Followed,21.3,Useful
User1,2025-06-01 18:00:00,Refrigerator,Bedroom,OFF,1.12,0.0,0.0,7.5,0.0,No action,Ignored,23.5,Not useful
User1,2025-06-01 18:00:00,Washing Machine,Kitchen,ON,0.22,0.7903870460435987,0.17,7.5,1.28,Use during off-peak,Ignored,22.0,Useful
User1,2025-06-01 18:00:00,Heater,Kitchen,OFF,1.52,0.0,0.0,7.5,0.0,No action,Followed,33.0,Not useful
User1,2025-06-01 19:00:00,AC,Kitchen,ON,1.5,0.32865187489936065,0.49,7.5,3.67,No action,Ignored,28.5,Useful
User1,2025-06-01 19:00:00,Fan,Kitchen,ON,0.54,0.6515016730116426,0.35,7.5,2.62,Reduce AC usage,Ignored,27.1,Not useful
User1,2025-06-01 19:00:00,Light,Kitchen,OFF,1.01,0.0,0.0,7.5,0.0,No action,Followed,31.1,Useful
User1,2025-06-01 19:00:00,Refrigerator,Laundry,ON,0.82,0.673343906891981,0.55,7.5,4.12,Reduce AC usage,Ignored,33.5,Not useful
User1,2025-06-01 19:00:00,Washing Machine,Living Room,ON,0.73,0.6236857733867052,0.46,7.5,3.45,Reduce AC usage,Followed,20.1,Useful
User1,2025-06-01 19:00:00,Heater,Living Room,ON,1.72,0.6158573506065534,1.06,7.5,7.95,Turn off unused appliances,Ignored,32.1,Not useful
User1,2025-06-01 20:00:00,AC,Kitchen,OFF,0.2,0.0,0.0,5.0,0.0,Use during off-peak,Ignored,30.5,Not useful
User1,2025-06-01 20:00:00,Fan,Kitchen,OFF,1.19,0.0,0.0,5.0,0.0,Use during off-peak,Ignored,20.1,Not useful
User1,2025-06-01 20:00:00,Light,Bedroom,ON,1.66,0.7921720724663317,1.32,5.0,6.6,Turn off unused appliances,Followed,28.0,Not useful
User1,2025-06-01 20:00:00,Refrigerator,Kitchen,OFF,0.49,0.0,0.0,5.0,0.0,Turn off unused appliances,Ignored,30.7,Not useful
User1,2025-06-01 20:00:00,Washing Machine,Bedroom,OFF,1.11,0.0,0.0,5.0,0.0,Reduce AC usage,Ignored,31.5,Not useful
User1,2025-06-01 20:00:00,Heater,Bedroom,ON,0.71,0.9490107566927006,0.67,5.0,3.35,Use during off-peak,Followed,25.5,Not useful
User1,2025-06-01 21:00:00,AC,Living Room,ON,0.48,0.661691484916733,0.32,5.0,1.6,No action,Ignored,21.3,Useful
User1,2025-06-01 21:00:00,Fan,Bedroom,ON,1.0,0.33752204810626096,0.34,5.0,1.7,Turn off unused appliances,Followed,31.9,Useful
User1,2025-06-01 21:00:00,Light,Bedroom,OFF,1.52,0.0,0.0,5.0,0.0,Turn off unused appliances,Ignored,34.0,Useful
User1,2025-06-01 21:00:00,Refrigerator,Bedroom,ON,1.86,0.5344214387228503,0.99,5.0,4.95,No action,Ignored,20.7,Useful
User1,2025-06-01 21:00:00,Washing Machine,Laundry,OFF,1.53,0.0,0.0,5.0,0.0,No action,Ignored,32.4,Useful
User1,2025-06-01 21:00:00,Heater,Bedroom,ON,1.82,0.7253189227901329,1.32,5.0,6.6,Reduce AC usage,Followed,28.8,Not useful
User1,2025-06-01 22:00:00,AC,Laundry,ON,1.81,0.7853368411414945,1.42,5.0,7.1,Reduce AC usage,Ignored,28.1,Useful
User1,2025-06-01 22:00:00,Fan,Kitchen,ON,0.84,0.5165218388637969,0.43,5.0,2.15,Turn off unused appliances,Ignored,21.0,Not useful
User1,2025-06-01 22:00:00,Light,Kitchen,ON,0.73,0.573646107352332,0.42,5.0,2.1,Use during off-peak,Ignored,30.4,Not useful
User1,2025-06-01 22:00:00,Refrigerator,Kitchen,OFF,1.04,0.0,0.0,5.0,0.0,Turn off unused appliances,Followed,28.6,Useful
User1,2025-06-01 22:00:00,Washing Machine,Living Room,OFF,1.44,0.0,0.0,5.0,0.0,Use during off-peak,Followed,22.1,Not useful
User1,2025-06-01 22:00:00,Heater,Living Room,OFF,1.04,0.0,0.0,5.0,0.0,Turn off unused appliances,Followed,21.5,Useful
User1,2025-06-01 23:00:00,AC,Kitchen,ON,1.25,0.5927501644612587,0.74,5.0,3.7,Use during off-peak,Followed,28.1,Useful
User1,2025-06-01 23:00:00,Fan,Kitchen,ON,0.12,0.8289114854486839,0.1,5.0,0.5,Use during off-peak,Followed,28.5,Not useful
User1,2025-06-01 23:00:00,Light,Kitchen,ON,1.92,0.8700991208568087,1.67,5.0,8.35,No action,Ignored,23.4,Useful
User1,2025-06-01 23:00:00,Refrigerator,Kitchen,ON,1.83,0.7112126973644908,1.3,5.0,6.5,No action,Ignored,21.5,Useful
User1,2025-06-01 23:00:00,Washing Machine,Kitchen,OFF,1.23,0.0,0.0,5.0,0.0,No action,Ignored,33.8,Useful
User1,2025-06-01 23:00:00,Heater,Laundry,ON,1.57,0.7385254082411846,1.16,5.0,5.8,Use during off-peak,Ignored,21.0,Useful
User1,2025-06-02 00:00:00,AC,Bedroom,ON,1.83,0.8803297239853172,1.61,5.0,8.05,Reduce AC usage,Ignored,23.5,Not useful
User1,2025-06-02 00:00:00,Fan,Living Room,ON,0.73,0.8781180917518691,0.64,5.0,3.2,Turn off unused appliances,Followed,23.4,Useful
User1,2025-06-02 00:00:00,Light,Bedroom,ON,0.49,0.8081872388824667,0.4,5.0,2.0,Reduce AC usage,Followed,29.1,Useful
User1,2025-06-02 00:00:00,Refrigerator,Kitchen,ON,1.85,0.8976386054597177,1.66,5.0,8.3,Use during off-peak,Ignored,27.2,Useful
User1,2025-06-02 00:00:00,Washing Machine,Bedroom,ON,1.83,0.2746350026825788,0.5,5.0,2.5,Turn off unused appliances,Ignored,28.7,Not useful
User1,2025-06-02 00:00:00,Heater,Living Room,ON,1.58,0.48360487834956806,0.76,5.0,3.8,Use during off-peak,Ignored,23.3,Not useful
User1,2025-06-02 01:00:00,AC,Bedroom,ON,0.97,0.9816559867620672,0.95,5.0,4.75,No action,Ignored,32.9,Useful
User1,2025-06-02 01:00:00,Fan,Bedroom,ON,0.69,0.4746969338248578,0.33,5.0,1.65,Turn off unused appliances,Followed,26.4,Not useful
User1,2025-06-02 01:00:00,Light,Kitchen,ON,1.29,0.6011738713310345,0.78,5.0,3.9,Reduce AC usage,Ignored,32.5,Useful
User1,2025-06-02 01:00:00,Refrigerator,Living Room,ON,1.1,0.7855443998423712,0.86,5.0,4.3,Turn off unused appliances,Ignored,27.2,Not useful
User1,2025-06-02 01:00:00,Washing Machine,Living Room,OFF,0.3,0.0,0.0,5.0,0.0,No action,Followed,21.1,Useful
User1,2025-06-02 01:00:00,Heater,Laundry,ON,1.1,0.9230728073641632,1.02,5.0,5.1,Reduce AC usage,Followed,34.7,Not useful
User1,2025-06-02 02:00:00,AC,Living Room,OFF,0.88,0.0,0.0,5.0,0.0,Reduce AC usage,Followed,23.8,Useful
User1,2025-06-02 02:00:00,Fan,Kitchen,ON,0.74,0.6962867347753154,0.52,5.0,2.6,Reduce AC usage,Followed,33.3,Not useful
User1,2025-06-02 02:00:00,Light,Kitchen,OFF,1.63,0.0,0.0,5.0,0.0,No action,Ignored,29.0,Not useful
User1,2025-06-02 02:00:00,Refrigerator,Kitchen,OFF,1.89,0.0,0.0,5.0,0.0,Turn off unused appliances,Followed,26.1,Useful
User1,2025-06-02 02:00:00,Washing Machine,Laundry,ON,1.5,0.7249305811832204,1.09,5.0,5.45,Reduce AC usage,Followed,21.8,Useful
User1,2025-06-02 02:00:00,Heater,Laundry,OFF,1.44,0.0,0.0,5.0,0.0,Reduce AC usage,Followed,29.4,Useful
User1,2025-06-02 03:00:00,AC,Living Room,OFF,0.79,0.0,0.0,5.0,0.0,Use during off-peak,Ignored,32.5,Useful
User1,2025-06-02 03:00:00,Fan,Living Room,OFF,0.79,0.0,0.0,5.0,0.0,Reduce AC usage,Ignored,23.3,Not useful
User1,2025-06-02 03:00:00,Light,Living Room,OFF,0.32,0.0,0.0,5.0,0.0,Turn off unused appliances,Ignored,34.8,Useful
User1,2025-06-02 03:00:00,Refrigerator,Laundry,ON,1.07,0.6135837753627597,0.66,5.0,3.3,Reduce AC usage,Ignored,30.5,Useful
User1,2025-06-02 03:00:00,Washing Machine,Kitchen,ON,0.9,0.7337906258269971,0.66,5.0,3.3,Turn off unused appliances,Ignored,33.5,Not useful
User1,2025-06-02 03:00:00,Heater,Kitchen,OFF,1.66,0.0,0.0,5.0,0.0,No action,Followed,32.2,Useful
User1,2025-06-02 04:00:00,AC,Living Room,ON,1.05,0.5539360660207666,0.58,5.0,2.9,No action,Followed,21.6,Not useful
User1,2025-06-02 04:00:00,Fan,Bedroom,ON,1.49,0.44987379502816166,0.67,5.0,3.35,Turn off unused appliances,Ignored,29.5,Useful
User1,2025-06-02 04:00:00,Light,Kitchen,ON,0.87,0.8785802223837218,0.76,5.0,3.8,Turn off unused appliances,Ignored,26.3,Not useful
User1,2025-06-02 04:00:00,Refrigerator,Laundry,OFF,0.45,0.0,0.0,5.0,0.0,Reduce AC usage,Ignored,31.6,Useful
User1,2025-06-02 04:00:00,Washing Machine,Bedroom,OFF,0.93,0.0,0.0,5.0,0.0,No action,Followed,30.8,Not useful
User1,2025-06-02 04:00:00,Heater,Kitchen,OFF,0.85,0.0,0.0,5.0,0.0,No action,Ignored,22.0,Not useful
User1,2025-06-02 05:00:00,AC,Bedroom,ON,0.41,0.6548820841811451,0.27,5.0,1.35,No action,Followed,32.7,Useful
User1,2025-06-02 05:00:00,Fan,Bedroom,ON,1.0,0.7174994131787431,0.72,5.0,3.6,Reduce AC usage,Followed,25.3,Useful
User1,2025-06-02 05:00:00,Light,Bedroom,OFF,1.24,0.0,0.0,5.0,0.0,Reduce AC usage,Followed,21.1,Not useful
User1,2025-06-02 05:00:00,Refrigerator,Bedroom,ON,0.11,0.9757745411553148,0.11,5.0,0.55,No action,Followed,24.7,Useful
User1,2025-06-02 05:00:00,Washing Machine,Kitchen,OFF,1.6,0.0,0.0,5.0,0.0,Reduce AC usage,Followed,27.8,Not useful
User1,2025-06-02 05:00:00,Heater,Living Room,OFF,1.54,0.0,0.0,5.0,0.0,Use during off-peak,Followed,31.4,Useful
User1,2025-06-02 06:00:00,AC,Living Room,OFF,1.96,0.0,0.0,5.0,0.0,Turn off unused appliances,Followed,29.7,Useful
User1,2025-06-02 06:00:00,Fan,Living Room,ON,0.18,0.7524380984125294,0.14,5.0,0.7,No action,Followed,35.0,Not useful
User1,2025-06-02 06:00:00,Light,Bedroom,ON,0.33,0.48464114237919065,0.16,5.0,0.8,Use during off-peak,Followed,22.9,Not useful
User1,2025-06-02 06:00:00,Refrigerator,Living Room,ON,1.52,0.8465063784693231,1.29,5.0,6.45,No action,Followed,26.8,Useful
User1,2025-06-02 06:00:00,Washing Machine,Living Room,OFF,1.34,0.0,0.0,5.0,0.0,No action,Followed,28.4,Useful
User1,2025-06-02 06:00:00,Heater,Living Room,OFF,1.11,0.0,0.0,5.0,0.0,Turn off unused appliances,Followed,26.1,Useful
User1,2025-06-02 07:00:00,AC,Kitchen,OFF,1.12,0.0,0.0,5.0,0.0,Turn off unused appliances,Followed,31.1,Useful
User1,2025-06-02 07:00:00,Fan,Laundry,ON,0.89,0.9074990333968371,0.81,5.0,4.05,Use during off-peak,Ignored,34.9,Useful
User1,2025-06-02 07:00:00,Light,Kitchen,ON,1.87,0.5379729174397943,1.01,5.0,5.05,Use during off-peak,Followed,20.1,Useful
